stored	reencoded	value
-0.1e-19	-1e-9	-1e-9
-0.1e-2147483648	-10e2147483646	-1e2147483647
-0.1e-2147483649	-1e2147483646	-1e2147483646
-0.1e-3	-100e-6	-1e-4
-0.1e-330	-1e-9	-1e-9
-0.1e-4294967296	-100e-3	-1e-1
-0.1e-4294967297	-10e-3	-1e-2
-0.1e-9	-1e-9	-1e-9
-0.1e0	-100e-3	-1e-1
-0.1e03	-100	-1e2
-0.1e1	-1	-1e0
-0.1e10	-1e9	-1e9
-0.1e1000	-1e999	-1e999
-0.1e18	-100e15	-1e17
-0.1e19	-1e18	-1e18
-0.1e21	-100e18	-1e20
-0.1e2147483000	-10e2147482998	-1e2147482999
-0.1e2147483627	-10e2147483625	-1e2147483626
-0.1e2147483646	-100e2147483643	-1e2147483645
-0.1e2147483647	-1e2147483646	-1e2147483646
-0.1e2147483648	-10e2147483646	-1e2147483647
-0.1e3	-100	-1e2
-0.1e330	-100e327	-1e329
-0.1e4294967295	-10e-3	-1e-2
-0.1e4294967296	-100e-3	-1e-1
-0.1e4294967297	-1	-1e0
-0.1e8589934592	-100e-3	-1e-1
-0.1e9	-100e6	-1e8
-0.1k	-100	-1e2
-0.1m	-100u	-1e-4
-0.1n	-1n	-1e-9
-0.1u	-100n	-1e-7
-0.5	-500m	-5e-1
-0.5E	-500P	-5e17
-0.5E3	-500	-5e2
-0.5Ei	-512Pi	-576460752303423488e0
-0.5G	-500M	-5e8
-0.5Gi	-512Mi	-536870912e0
-0.5Ki	-512	-512e0
-0.5M	-500k	-5e5
-0.5Mi	-512Ki	-524288e0
-0.5P	-500T	-5e14
-0.5Pi	-512Ti	-562949953421312e0
-0.5T	-500G	-5e11
-0.5Ti	-512Gi	-549755813888e0
-0.5e+21	-500e18	-5e20
-0.5e-1	-50e-3	-5e-2
-0.5e-10	-1e-9	-1e-9
-0.5e-1000	-1e-9	-1e-9
-0.5e-18	-1e-9	-1e-9
-0.5e-19	-1e-9	-1e-9
-0.5e-2147483648	-50e2147483646	-5e2147483647
-0.5e-2147483649	-5e2147483646	-5e2147483646
-0.5e-3	-500e-6	-5e-4
-0.5e-330	-1e-9	-1e-9
-0.5e-4294967296	-500e-3	-5e-1
-0.5e-4294967297	-50e-3	-5e-2
-0.5e-9	-1e-9	-1e-9
-0.5e0	-500e-3	-5e-1
-0.5e03	-500	-5e2
-0.5e1	-5	-5e0
-0.5e10	-5e9	-5e9
-0.5e1000	-5e999	-5e999
-0.5e18	-500e15	-5e17
-0.5e19	-5e18	-5e18
-0.5e21	-500e18	-5e20
-0.5e2147483000	-50e2147482998	-5e2147482999
-0.5e2147483627	-50e2147483625	-5e2147483626
-0.5e2147483646	-500e2147483643	-5e2147483645
-0.5e2147483647	-5e2147483646	-5e2147483646
-0.5e2147483648	-50e2147483646	-5e2147483647
-0.5e3	-500	-5e2
-0.5e330	-500e327	-5e329
-0.5e4294967295	-50e-3	-5e-2
-0.5e4294967296	-500e-3	-5e-1
-0.5e4294967297	-5	-5e0
-0.5e8589934592	-500e-3	-5e-1
-0.5e9	-500e6	-5e8
-0.5k	-500	-5e2
-0.5m	-500u	-5e-4
-0.5n	-1n	-1e-9
-0.5u	-500n	-5e-7
-01	-01	-1e0
-01E	-01E	-1e18
-01E3	-01E3	-1e3
-01Ei	-1Ei	-1152921504606846976e0
-01G	-01G	-1e9
-01Gi	-01Gi	-1073741824e0
-01Ki	-01Ki	-1024e0
-01M	-01M	-1e6
-01Mi	-01Mi	-1048576e0
-01P	-01P	-1e15
-01Pi	-1Pi	-1125899906842624e0
-01T	-01T	-1e12
-01Ti	-01Ti	-1099511627776e0
-01e+21	-01e+21	-1e21
-01e-1	-100e-3	-1e-1
-01e-10	-1e-9	-1e-9
-01e-1000	-1e-9	-1e-9
-01e-18	-1e-9	-1e-9
-01e-19	-1e-9	-1e-9
-01e-2147483649	-10e2147483646	-1e2147483647
-01e-3	-01e-3	-1e-3
-01e-330	-1e-9	-1e-9
-01e-4294967296	-01e-4294967296	-1e0
-01e-4294967297	-100e-3	-1e-1
-01e-9	-01e-9	-1e-9
-01e0	-01e0	-1e0
-01e03	-01e03	-1e3
-01e1	-10	-1e1
-01e10	-10e9	-1e10
-01e1000	-10e999	-1e1000
-01e18	-01e18	-1e18
-01e19	-10e18	-1e19
-01e21	-01e21	-1e21
-01e2147483000	-100e2147482998	-1e2147483000
-01e2147483627	-100e2147483625	-1e2147483627
-01e2147483646	-01e2147483646	-1e2147483646
-01e2147483647	-10e2147483646	-1e2147483647
-01e3	-01e3	-1e3
-01e330	-01e330	-1e330
-01e4294967295	-100e-3	-1e-1
-01e4294967296	-01e4294967296	-1e0
-01e4294967297	-10	-1e1
-01e8589934592	-01e8589934592	-1e0
-01e9	-01e9	-1e9
-01k	-01k	-1e3
-01m	-01m	-1e-3
-01n	-01n	-1e-9
-01u	-01u	-1e-6
-0E	0	0
-0E3	0	0
-0Ei	0	0
-0G	0	0
-0Gi	0	0
-0Ki	0	0
-0M	0	0
-0Mi	0	0
-0P	0	0
-0Pi	0	0
-0T	0	0
-0Ti	0	0
-0e+21	0	0
-0e-1	0	0
-0e-10	0	0
-0e-1000	0	0
-0e-18	0	0
-0e-19	0	0
-0e-2147483000	0	0
-0e-2147483646	0	0
-0e-2147483647	0	0
-0e-2147483648	0	0
-0e-2147483649	0	0
-0e-3	0	0
-0e-330	0	0
-0e-4294967296	0	0
-0e-4294967297	0	0
-0e-9	0	0
-0e0	0	0
-0e03	0	0
-0e1	0	0
-0e10	0	0
-0e1000	0	0
-0e18	0	0
-0e19	0	0
-0e21	0	0
-0e2147483000	0	0
-0e2147483627	0	0
-0e2147483646	0	0
-0e2147483647	0	0
-0e2147483648	0	0
-0e3	0	0
-0e330	0	0
-0e4294967295	0	0
-0e4294967296	0	0
-0e4294967297	0	0
-0e8589934592	0	0
-0e9	0	0
-0k	0	0
-0m	0	0
-0n	0	0
-0u	0	0
-1	-1	-1e0
-1.	-1.	-1e0
-1.0000000001	-1000000001n	-1000000001e-9
-1.0000000001E	-1000000000100M	-10000000001e8
-1.0000000001E3	-1000000000100e-9	-10000000001e-7
-1.0000000001Ei	-1152921504722139126460684698n	-1152921504722139126460684698e-9
-1.0000000001G	-1000000000100m	-10000000001e-1
-1.0000000001Gi	-1073741824107374183n	-1073741824107374183e-9
-1.0000000001Ki	-1024000000103n	-1024000000103e-9
-1.0000000001M	-1000000000100u	-10000000001e-4
-1.0000000001Mi	-1048576000104858n	-1048576000104858e-9
-1.0000000001P	-1000000000100k	-10000000001e5
-1.0000000001Pi	-1125899906955213990684263n	-1125899906955213990684263e-9
-1.0000000001T	-1000000000100	-10000000001e2
-1.0000000001Ti	-1099511627885951162778n	-1099511627885951162778e-9
-1.0000000001e+21	-1000000000100e9	-10000000001e11
-1.0000000001e-1	-100000001e-9	-100000001e-9
-1.0000000001e-10	-1e-9	-1e-9
-1.0000000001e-1000	-1e-9	-1e-9
-1.0000000001e-18	-1e-9	-1e-9
-1.0000000001e-19	-1e-9	-1e-9
-1.0000000001e-2147483646	-1.0000000001e-2147483646	-10000000001e2147483640
-1.0000000001e-2147483647	-1000000000100e2147483637	-10000000001e2147483639
-1.0000000001e-2147483648	-100000000010e2147483637	-10000000001e2147483638
-1.0000000001e-2147483649	-1.0000000001e-2147483649	-10000000001e2147483637
-1.0000000001e-3	-1000001e-9	-1000001e-9
-1.0000000001e-330	-1e-9	-1e-9
-1.0000000001e-4294967296	-1000000001e-9	-1000000001e-9
-1.0000000001e-4294967297	-100000001e-9	-100000001e-9
-1.0000000001e-9	-2e-9	-2e-9
-1.0000000001e0	-1000000001e-9	-1000000001e-9
-1.0000000001e03	-1000000000100e-9	-10000000001e-7
-1.0000000001e1	-1.0000000001e1	-10000000001e-9
-1.0000000001e10	-1.0000000001e10	-10000000001e0
-1.0000000001e1000	-1.0000000001e1000	-10000000001e990
-1.0000000001e18	-1000000000100e6	-10000000001e8
-1.0000000001e19	-1.0000000001e19	-10000000001e9
-1.0000000001e21	-1000000000100e9	-10000000001e11
-1.0000000001e2147483000	-100000000010e2147482989	-10000000001e2147482990
-1.0000000001e2147483627	-100000000010e2147483616	-10000000001e2147483617
-1.0000000001e2147483646	-1000000000100e2147483634	-10000000001e2147483636
-1.0000000001e2147483647	-1.0000000001e2147483647	-10000000001e2147483637
-1.0000000001e2147483648	-100000000010e2147483637	-10000000001e2147483638
-1.0000000001e3	-1000000000100e-9	-10000000001e-7
-1.0000000001e330	-1000000000100e318	-10000000001e320
-1.0000000001e4294967295	-100000001e-9	-100000001e-9
-1.0000000001e4294967296	-1000000001e-9	-1000000001e-9
-1.0000000001e4294967297	-1.0000000001e4294967297	-10000000001e-9
-1.0000000001e8589934592	-1000000001e-9	-1000000001e-9
-1.0000000001e9	-1000000000100e-3	-10000000001e-1
-1.0000000001k	-1000000000100n	-10000000001e-7
-1.0000000001m	-1000001n	-1000001e-9
-1.0000000001n	-2n	-2e-9
-1.0000000001u	-1001n	-1001e-9
-1.25	-1250m	-125e-2
-1.25E	-1250P	-125e16
-1.25E3	-1250	-125e1
-1.25Ei	-1280Pi	-144115188075855872e1
-1.25G	-1250M	-125e7
-1.25Gi	-1280Mi	-134217728e1
-1.25Ki	-1280	-128e1
-1.25M	-1250k	-125e4
-1.25Mi	-1280Ki	-131072e1
-1.25P	-1250T	-125e13
-1.25Pi	-1280Ti	-140737488355328e1
-1.25T	-1250G	-125e10
-1.25Ti	-1280Gi	-137438953472e1
-1.25e+21	-1250e18	-125e19
-1.25e-1	-1.25e-1	-125e-3
-1.25e-10	-1e-9	-1e-9
-1.25e-1000	-1e-9	-1e-9
-1.25e-18	-1e-9	-1e-9
-1.25e-19	-1e-9	-1e-9
-1.25e-2147483647	-1250e2147483646	-125e2147483647
-1.25e-2147483648	-1.25e-2147483648	-125e2147483646
-1.25e-2147483649	-12500e2147483643	-125e2147483645
-1.25e-3	-1250e-6	-125e-5
-1.25e-330	-1e-9	-1e-9
-1.25e-4294967296	-1250e-3	-125e-2
-1.25e-4294967297	-1.25e-4294967297	-125e-3
-1.25e-9	-2e-9	-2e-9
-1.25e0	-1250e-3	-125e-2
-1.25e03	-1250	-125e1
-1.25e1	-12500e-3	-125e-1
-1.25e10	-12500e6	-125e8
-1.25e1000	-12500e996	-125e998
-1.25e18	-1250e15	-125e16
-1.25e19	-12500e15	-125e17
-1.25e21	-1250e18	-125e19
-1.25e2147483000	-1.25e2147483000	-125e2147482998
-1.25e2147483627	-1.25e2147483627	-125e2147483625
-1.25e2147483646	-1250e2147483643	-125e2147483644
-1.25e2147483647	-12500e2147483643	-125e2147483645
-1.25e2147483648	-1.25e2147483648	-125e2147483646
-1.25e3	-1250	-125e1
-1.25e330	-1250e327	-125e328
-1.25e4294967295	-1.25e4294967295	-125e-3
-1.25e4294967296	-1250e-3	-125e-2
-1.25e4294967297	-12500e-3	-125e-1
-1.25e8589934592	-1250e-3	-125e-2
-1.25e9	-1250e6	-125e7
-1.25k	-1250	-125e1
-1.25m	-1250u	-125e-5
-1.25n	-2n	-2e-9
-1.25u	-1250n	-125e-8
-1.5	-1500m	-15e-1
-1.5E	-1500P	-15e17
-1.5E3	-1500	-15e2
-1.5Ei	-1536Pi	-1729382256910270464e0
-1.5G	-1500M	-15e8
-1.5Gi	-1536Mi	-1610612736e0
-1.5Ki	-1536	-1536e0
-1.5M	-1500k	-15e5
-1.5Mi	-1536Ki	-1572864e0
-1.5P	-1500T	-15e14
-1.5Pi	-1536Ti	-1688849860263936e0
-1.5T	-1500G	-15e11
-1.5Ti	-1536Gi	-1649267441664e0
-1.5e+21	-1500e18	-15e20
-1.5e-1	-150e-3	-15e-2
-1.5e-10	-1e-9	-1e-9
-1.5e-1000	-1e-9	-1e-9
-1.5e-18	-1e-9	-1e-9
-1.5e-19	-1e-9	-1e-9
-1.5e-2147483648	-150e2147483646	-15e2147483647
-1.5e-2147483649	-1.5e-2147483649	-15e2147483646
-1.5e-3	-1500e-6	-15e-4
-1.5e-330	-1e-9	-1e-9
-1.5e-4294967296	-1500e-3	-15e-1
-1.5e-4294967297	-150e-3	-15e-2
-1.5e-9	-2e-9	-2e-9
-1.5e0	-1500e-3	-15e-1
-1.5e03	-1500	-15e2
-1.5e1	-1.5e1	-15e0
-1.5e10	-1.5e10	-15e9
-1.5e1000	-1.5e1000	-15e999
-1.5e18	-1500e15	-15e17
-1.5e19	-1.5e19	-15e18
-1.5e21	-1500e18	-15e20
-1.5e2147483000	-150e2147482998	-15e2147482999
-1.5e2147483627	-150e2147483625	-15e2147483626
-1.5e2147483646	-1500e2147483643	-15e2147483645
-1.5e2147483647	-1.5e2147483647	-15e2147483646
-1.5e2147483648	-150e2147483646	-15e2147483647
-1.5e3	-1500	-15e2
-1.5e330	-1500e327	-15e329
-1.5e4294967295	-150e-3	-15e-2
-1.5e4294967296	-1500e-3	-15e-1
-1.5e4294967297	-1.5e4294967297	-15e0
-1.5e8589934592	-1500e-3	-15e-1
-1.5e9	-1500e6	-15e8
-1.5k	-1500	-15e2
-1.5m	-1500u	-15e-4
-1.5n	-2n	-2e-9
-1.5u	-1500n	-15e-7
-1.E	-1.E	-1e18
-1.E3	-1.E3	-1e3
-1.Ei	-1Ei	-1152921504606846976e0
-1.G	-1.G	-1e9
-1.Gi	-1.Gi	-1073741824e0
-1.Ki	-1.Ki	-1024e0
-1.M	-1.M	-1e6
-1.Mi	-1.Mi	-1048576e0
-1.P	-1.P	-1e15
-1.Pi	-1Pi	-1125899906842624e0
-1.T	-1.T	-1e12
-1.Ti	-1.Ti	-1099511627776e0
-1.e+21	-1.e+21	-1e21
-1.e-1	-100e-3	-1e-1
-1.e-10	-1e-9	-1e-9
-1.e-1000	-1e-9	-1e-9
-1.e-18	-1e-9	-1e-9
-1.e-19	-1e-9	-1e-9
-1.e-2147483649	-10e2147483646	-1e2147483647
-1.e-3	-1.e-3	-1e-3
-1.e-330	-1e-9	-1e-9
-1.e-4294967296	-1.e-4294967296	-1e0
-1.e-4294967297	-100e-3	-1e-1
-1.e-9	-1.e-9	-1e-9
-1.e0	-1.e0	-1e0
-1.e03	-1.e03	-1e3
-1.e1	-10	-1e1
-1.e10	-10e9	-1e10
-1.e1000	-10e999	-1e1000
-1.e18	-1.e18	-1e18
-1.e19	-10e18	-1e19
-1.e21	-1.e21	-1e21
-1.e2147483000	-100e2147482998	-1e2147483000
-1.e2147483627	-100e2147483625	-1e2147483627
-1.e2147483646	-1.e2147483646	-1e2147483646
-1.e2147483647	-10e2147483646	-1e2147483647
-1.e3	-1.e3	-1e3
-1.e330	-1.e330	-1e330
-1.e4294967295	-100e-3	-1e-1
-1.e4294967296	-1.e4294967296	-1e0
-1.e4294967297	-10	-1e1
-1.e8589934592	-1.e8589934592	-1e0
-1.e9	-1.e9	-1e9
-1.k	-1.k	-1e3
-1.m	-1.m	-1e-3
-1.n	-1.n	-1e-9
-1.u	-1.u	-1e-6
-10	-10	-1e1
-100	-100	-1e2
-1000	-1k	-1e3
-1000000000000000000	-1E	-1e18
-1000000000000000000E		-1e36
-1000000000000000000E3	-1e21	-1e21
-1000000000000000000Ei	-9223372036854775807	-9223372036854775807e0
-1000000000000000000G		-1e27
-1000000000000000000Gi	-9223372036854775807	-9223372036854775807e0
-1000000000000000000Ki	-9223372036854775807	-9223372036854775807e0
-1000000000000000000M		-1e24
-1000000000000000000Mi	-9223372036854775807	-9223372036854775807e0
-1000000000000000000P		-1e33
-1000000000000000000Pi	-9223372036854775807	-9223372036854775807e0
-1000000000000000000T		-1e30
-1000000000000000000Ti	-9223372036854775807	-9223372036854775807e0
-1000000000000000000e+21	-1e39	-1e39
-1000000000000000000e-1	-100e15	-1e17
-1000000000000000000e-10	-100e6	-1e8
-1000000000000000000e-1000	-1e-9	-1e-9
-1000000000000000000e-18	-1	-1e0
-1000000000000000000e-19	-100e-3	-1e-1
-1000000000000000000e-3	-1e15	-1e15
-1000000000000000000e-330	-1e-9	-1e-9
-1000000000000000000e-4294967296	-1e18	-1e18
-1000000000000000000e-4294967297	-100e15	-1e17
-1000000000000000000e-9	-1e9	-1e9
-1000000000000000000e0	-1e18	-1e18
-1000000000000000000e03	-1e21	-1e21
-1000000000000000000e1	-10e18	-1e19
-1000000000000000000e10	-10e27	-1e28
-1000000000000000000e1000	-10e1017	-1e1018
-1000000000000000000e18	-1e36	-1e36
-1000000000000000000e19	-10e36	-1e37
-1000000000000000000e21	-1e39	-1e39
-1000000000000000000e3	-1e21	-1e21
-1000000000000000000e330	-1e348	-1e348
-1000000000000000000e4294967295	-100e15	-1e17
-1000000000000000000e4294967296	-1e18	-1e18
-1000000000000000000e4294967297	-10e18	-1e19
-1000000000000000000e8589934592	-1e18	-1e18
-1000000000000000000e9	-1e27	-1e27
-1000000000000000000k		-1e21
-1000000000000000000m	-1P	-1e15
-1000000000000000000n	-1G	-1e9
-1000000000000000000u	-1T	-1e12
-10000000001	-10000000001	-10000000001e0
-1000000000100	-1000000000100	-10000000001e2
-1000000000100M	-1000000000100M	-10000000001e8
-1000000000100e-3	-1000000000100e-3	-10000000001e-1
-1000000000100e-9	-1000000000100e-9	-10000000001e-7
-1000000000100e2147483634	-1000000000100e2147483634	-10000000001e2147483636
-1000000000100e2147483637	-1000000000100e2147483637	-10000000001e2147483639
-1000000000100e318	-1000000000100e318	-10000000001e320
-1000000000100e6	-1000000000100e6	-10000000001e8
-1000000000100e9	-1000000000100e9	-10000000001e11
-1000000000100k	-1000000000100k	-10000000001e5
-1000000000100m	-1000000000100m	-10000000001e-1
-1000000000100n	-1000000000100n	-10000000001e-7
-1000000000100u	-1000000000100u	-10000000001e-4
-100000000010e2147482989	-100000000010e2147482989	-10000000001e2147482990
-100000000010e2147483616	-100000000010e2147483616	-10000000001e2147483617
-100000000010e2147483637	-100000000010e2147483637	-10000000001e2147483638
-10000000001e-9	-10000000001e-9	-10000000001e-9
-10000000001e2147483637	-10000000001e2147483637	-10000000001e2147483637
-10000000001e2147483640	-10000000001e2147483640	-10000000001e2147483640
-10000000001e9	-10000000001e9	-10000000001e9
-10000000001e990	-10000000001e990	-10000000001e990
-1000000001e-9	-1000000001e-9	-1000000001e-9
-1000000001n	-1000000001n	-1000000001e-9
-100000001e-9	-100000001e-9	-100000001e-9
-1000001e-9	-1000001e-9	-1000001e-9
-1000001n	-1000001n	-1000001e-9
-1000E		-1e21
-1000E3	-1e6	-1e6
-1000Ei	-9223372036854775807	-9223372036854775807e0
-1000G	-1T	-1e12
-1000Gi	-1000Gi	-1073741824e3
-1000Ki	-1000Ki	-1024e3
-1000M	-1G	-1e9
-1000Mi	-1000Mi	-1048576e3
-1000P	-1E	-1e18
-1000Pi	-1000Pi	-1125899906842624e3
-1000T	-1P	-1e15
-1000Ti	-1000Ti	-1099511627776e3
-1000e+21	-1e24	-1e24
-1000e-1	-100	-1e2
-1000e-10	-100e-9	-1e-7
-1000e-1000	-1e-9	-1e-9
-1000e-18	-1e-9	-1e-9
-1000e-19	-1e-9	-1e-9
-1000e-2147483649		-1e2147483650
-1000e-3	-1	-1e0
-1000e-330	-1e-9	-1e-9
-1000e-4294967296	-1e3	-1e3
-1000e-4294967297	-100	-1e2
-1000e-9	-1e-6	-1e-6
-1000e0	-1e3	-1e3
-1000e03	-1e6	-1e6
-1000e1	-10e3	-1e4
-1000e10	-10e12	-1e13
-1000e1000	-10e1002	-1e1003
-1000e18	-1e21	-1e21
-1000e19	-10e21	-1e22
-1000e21	-1e24	-1e24
-1000e2147483000	-100e2147483001	-1e2147483003
-1000e2147483627	-100e2147483628	-1e2147483630
-1000e2147483646	-100e2147483647	-1e2147483649
-1000e2147483647		-1e2147483650
-1000e3	-1e6	-1e6
-1000e330	-1e333	-1e333
-1000e4294967295	-100	-1e2
-1000e4294967296	-1e3	-1e3
-1000e4294967297	-10e3	-1e4
-1000e8589934592	-1e3	-1e3
-1000e9	-1e12	-1e12
-1000k	-1M	-1e6
-1000m	-1	-1e0
-1000n	-1u	-1e-6
-1000u	-1m	-1e-3
-1001n	-1001n	-1001e-9
-100G	-100G	-1e11
-100M	-100M	-1e8
-100P	-100P	-1e17
-100T	-100T	-1e14
-100e-3	-100e-3	-1e-1
-100e-6	-100e-6	-1e-4
-100e-9	-100e-9	-1e-7
-100e15	-100e15	-1e17
-100e18	-100e18	-1e20
-100e2147482989	-100e2147482989	-1e2147482991
-100e2147482995	-100e2147482995	-1e2147482997
-100e2147482998	-100e2147482998	-1e2147483000
-100e2147483001	-100e2147483001	-1e2147483003
-100e2147483616	-100e2147483616	-1e2147483618
-100e2147483622	-100e2147483622	-1e2147483624
-100e2147483625	-100e2147483625	-1e2147483627
-100e2147483628	-100e2147483628	-1e2147483630
-100e2147483634	-100e2147483634	-1e2147483636
-100e2147483637	-100e2147483637	-1e2147483639
-100e2147483643	-100e2147483643	-1e2147483645
-100e2147483647	-100e2147483647	-1e2147483649
-100e318	-100e318	-1e320
-100e327	-100e327	-1e329
-100e6	-100e6	-1e8
-100e9	-100e9	-1e11
-100k	-100k	-1e5
-100m	-100m	-1e-1
-100n	-100n	-1e-7
-100u	-100u	-1e-4
-1024	-1024	-1024e0
-10240	-10240	-1024e1
-1024000000103n	-1024000000103n	-1024000000103e-9
-102400e-3	-102400e-3	-1024e-1
-102400e2147482998	-102400e2147482998	-1024e2147483000
-102400e2147483625	-102400e2147483625	-1024e2147483627
-102400m	-102400m	-1024e-1
-10240e18	-10240e18	-1024e19
-10240e2147483646	-10240e2147483646	-1024e2147483647
-10240e9	-10240e9	-1024e10
-10240e999	-10240e999	-1024e1000
-1024E	-1024E	-1024e18
-1024E3	-1024E3	-1024e3
-1024Ei	-9223372036854775807	-9223372036854775807e0
-1024G	-1024G	-1024e9
-1024Gi	-1Ti	-1099511627776e0
-1024Ki	-1Mi	-1048576e0
-1024M	-1024M	-1024e6
-1024Mi	-1Gi	-1073741824e0
-1024P	-1024P	-1024e15
-1024Pi	-1Ei	-1152921504606846976e0
-1024T	-1024T	-1024e12
-1024Ti	-1Pi	-1125899906842624e0
-1024e+21	-1024e+21	-1024e21
-1024e-1	-102400e-3	-1024e-1
-1024e-10	-103e-9	-103e-9
-1024e-1000	-1e-9	-1e-9
-1024e-18	-1e-9	-1e-9
-1024e-19	-1e-9	-1e-9
-1024e-2147483649	-10240e2147483646	-1024e2147483647
-1024e-3	-1024e-3	-1024e-3
-1024e-330	-1e-9	-1e-9
-1024e-4294967296	-1024e-4294967296	-1024e0
-1024e-4294967297	-102400e-3	-1024e-1
-1024e-9	-1024e-9	-1024e-9
-1024e0	-1024e0	-1024e0
-1024e03	-1024e03	-1024e3
-1024e1	-10240	-1024e1
-1024e10	-10240e9	-1024e10
-1024e1000	-10240e999	-1024e1000
-1024e18	-1024e18	-1024e18
-1024e19	-10240e18	-1024e19
-1024e21	-1024e21	-1024e21
-1024e2147483000	-102400e2147482998	-1024e2147483000
-1024e2147483627	-102400e2147483625	-1024e2147483627
-1024e2147483646	-1024e2147483646	-1024e2147483646
-1024e2147483647	-10240e2147483646	-1024e2147483647
-1024e3	-1024e3	-1024e3
-1024e330	-1024e330	-1024e330
-1024e4294967295	-102400e-3	-1024e-1
-1024e4294967296	-1024e4294967296	-1024e0
-1024e4294967297	-10240	-1024e1
-1024e8589934592	-1024e8589934592	-1024e0
-1024e9	-1024e9	-1024e9
-1024k	-1024k	-1024e3
-1024m	-1024m	-1024e-3
-1024n	-1024n	-1024e-9
-1024u	-1024u	-1024e-6
-103e-9	-103e-9	-103e-9
-103n	-103n	-103e-9
-1048576000104858n	-1048576000104858n	-1048576000104858e-9
-104857600m	-104857600m	-1048576e-1
-1048576m	-1048576m	-1048576e-3
-1048576n	-1048576n	-1048576e-9
-104858n	-104858n	-104858e-9
-107374182400m	-107374182400m	-1073741824e-1
-1073741824107374183n	-1073741824107374183n	-1073741824107374183e-9
-1073741824m	-1073741824m	-1073741824e-3
-1073741824n	-1073741824n	-1073741824e-9
-107374183n	-107374183n	-107374183e-9
-109951162777600m	-109951162777600m	-1099511627776e-1
-1099511627776m	-1099511627776m	-1099511627776e-3
-1099511627776n	-1099511627776n	-1099511627776e-9
-109951162778n	-109951162778n	-109951162778e-9
